Aquarium,Date,Tank,Experiment,Substrate,NutLevel,NN,Time,Flow,TankTA,HeaderTA,TankTemp,TankpH,TankSalinity,HeaderTemp,HeaderpH,HeaderSalinity,TankP,TankN,TankSi,HeaderP,HeaderSi,HeaderN,HeaderTA.norm,TankTA.norm,TankCO2,TankHCO3,TankCO3,TankDIC,TankOmegaArag,TankOmegaCalcite,TankpCO2,TankfCO2,HeaderCO2,HeaderHCO3,HeaderCO3,HeaderDIC,HeaderOmegaArag,HeaderOmegaCalcite,HeaderpCO2,HeaderfCO2,ResTime.mean,Flow.mean,SA,AFDW,DW,Volume,DayNight,NEC.AFDW,TankDIC.norm,HeaderDIC.norm,NCP.AFDW,R,GPP
3,12/3/2015,1,1,Rubble,Ambient,0,10:00,33,2161.803067,2171.558766,25.86,7.992578323,38.18266077,25.11,7.966244194,38.36805245,NA,NA,NA,0.03,2.29,0.18,2171.348766,2161.803067,11.4699882,1667.67784,196.3223604,1875.470189,3.054251098,4.604696207,420.9518012,419.6224531,12.63892128,1706.779978,184.706675,1904.125574,2.859914329,4.321357305,455.7305707,454.2781748,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Day,0.771966801,1875.470189,1904.125574,3.862791978,5.925592304,9.788384281
3,12/3/2015,1,1,Rubble,Ambient,0,14:00,NA,2142.727388,2183.870178,27.07,8.080894517,38.05775212,26.05,7.967938601,38.31921336,0.08,1.74,0.48,0.22,2.6,0.38,2183.270178,2142.727388,8.527750073,1553.284648,233.5762374,1795.388635,3.657485439,5.493252292,322.1326247,321.1302321,12.34375837,1703.339482,191.3349976,1907.018238,2.975714398,4.483221696,455.4634929,454.0284082,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Day,3.278721434,1795.388635,1907.018238,14.77639368,5.925592304,20.70198599
3,12/3/2015,1,1,Rubble,Ambient,0,18:00,34,2162.821193,2169.886181,25.87,8.004231902,38.47063193,25.49,7.955733831,38.64408746,NA,NA,NA,0.07,1.68,0.12,2169.696181,2162.821193,11.06052892,1655.183028,201.4503623,1867.693919,3.126556206,4.712768993,406.6287176,405.3447779,12.83224292,1706.793829,183.88879,1903.514862,2.845148724,4.293354778,467.7713767,466.2874511,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Day,0.55598469,1867.693919,1903.514862,5.237740584,5.925592304,11.16333289
3,12/3/2015,1,1,Rubble,Ambient,0,22:00,NA,2186.797029,2169.79177,25.35,7.900333639,38.46406513,25.22,7.93426295,38.49975298,NA,NA,NA,0.06,0.82,0.15,2169.58177,2186.797029,15.1692833,1769.26652,166.2996517,1950.735455,2.575426633,3.88839129,550.5288728,548.7792762,13.74351529,1729.270178,175.0444376,1918.058131,2.708557379,4.090972566,497.2632603,495.6805428,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Night,-1.392209038,1950.735455,1918.058131,-3.893063338,5.925592304,2.032528966
3,12/4/2015,1,1,Rubble,Ambient,0,2:00,NA,2193.652666,2166.959044,25.1,7.858242155,37.25143069,24.93,7.924867579,38.21992454,NA,NA,NA,0.28,1.58,0.22,2166.459044,2193.652666,17.40728206,1819.437618,149.8538217,1986.698721,2.341148581,3.540512419,623.8791909,621.8902868,14.23969963,1740.492284,169.5768707,1924.308854,2.62691024,3.971830593,510.7472728,509.1158717,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Night,-2.199165655,1986.698721,1924.308854,-7.891851563,5.925592304,-1.966259259
3,12/4/2015,1,1,Rubble,Ambient,0,6:00,NA,2208.277535,2200.284973,24.81,7.848767104,38.47333,24.67,7.918408654,38.44184545,0.27,1.27,0.08,0.26,1.58,0.04,2199.984973,2208.277535,17.87747518,1832.539256,149.9913486,2000.40808,2.317470717,3.504765199,640.1406776,638.0926846,14.79272502,1774.872757,169.5503516,1959.215833,2.618859178,3.962326892,527.733927,526.0428934,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Night,-0.670624808,2000.40808,1959.215833,-5.99186201,5.925592304,-0.066269707
3,12/4/2015,1,1,Rubble,Ambient,0,10:00,34,2183.643734,2180.555592,25.33,7.86684672,38.33131637,24.98,7.947823789,38.32814901,NA,NA,NA,0.07,6.2,0.14,2180.345592,2183.643734,16.62919591,1793.43545,155.5099544,1965.5746,2.410815655,3.640352117,602.7970524,600.8807658,13.41583767,1731.660729,178.6111566,1923.687723,2.764954966,4.179644634,482.0723841,480.5335613,2.811447811,33.66666667,1623.162511,12.7738,331.09515,315,Day,-0.266722859,1965.5746,1923.687723,-6.508114341,5.925592304,-0.582522038
4,12/3/2015,1,1,Sand,Ambient,0,10:00,36,2162.883505,2171.558766,25.6,7.967655389,38.17810719,25.11,7.966244194,38.36805245,NA,NA,NA,0.03,2.29,0.18,2171.348766,2162.883505,12.39908203,1693.734571,186.4693452,1892.602998,2.897806559,4.372422068,452.123892,450.6915441,12.63892128,1706.779978,184.706675,1904.125574,2.859914329,4.321357305,455.7305707,454.2781748,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Day,1.783255798,1892.602998,1904.125574,3.07133759,1.301630661,4.372968251
4,12/3/2015,1,1,Sand,Ambient,0,14:00,NA,2143.825828,2183.870178,26.99,7.991400958,38.34106099,26.05,7.967938601,38.31921336,0.24,2.16,0.24,0.22,2.6,0.38,2183.270178,2143.825828,11.04122279,1637.092955,200.9606449,1849.094823,3.138014772,4.713413527,416.8777948,415.5791853,12.34375837,1703.339482,191.3349976,1907.018238,2.975714398,4.483221696,455.4634929,454.0284082,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Day,8.309178636,1849.094823,1907.018238,16.09462071,1.301630661,17.39625137
4,12/3/2015,1,1,Sand,Ambient,0,18:00,37,2163.231973,2169.886181,26.02,7.985215091,38.41827671,25.49,7.955733831,38.64408746,NA,NA,NA,0.07,1.68,0.12,2169.696181,2163.231973,11.63584969,1670.897642,195.5036987,1878.037191,3.037593939,4.576627121,429.2456882,427.8927605,12.83224292,1706.793829,183.88879,1903.514862,2.845148724,4.293354778,467.7713767,466.2874511,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Day,1.361722503,1878.037191,1903.514862,9.372312839,1.301630661,10.6739435
4,12/3/2015,1,1,Sand,Ambient,0,22:00,NA,2175.854379,2169.79177,25.46,7.934222621,38.44544654,25.22,7.93426295,38.49975298,NA,NA,NA,0.06,0.82,0.15,2169.58177,2175.854379,13.70583915,1731.774931,176.6272189,1922.107989,2.737069769,4.131062095,498.7310389,497.1482666,13.74351529,1729.270178,175.0444376,1918.058131,2.708557379,4.090972566,497.2632603,495.6805428,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Night,-1.321361074,1922.107989,1918.058131,-0.384890672,1.301630661,0.916739989
4,12/4/2015,1,1,Sand,Ambient,0,2:00,NA,2182.317494,2166.959044,25.11,7.92062185,38.29288512,24.93,7.924867579,38.21992454,0.26,0.78,0.17,0.28,1.58,0.22,2166.459044,2182.317494,14.43304975,1753.874707,170.6039503,1938.911707,2.643210444,3.994085264,520.2196141,518.5615715,14.23969963,1740.492284,169.5768707,1924.308854,2.62691024,3.971830593,510.7472728,509.1158717,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Night,-3.340673479,1938.911707,1924.308854,-2.811676236,1.301630661,-1.510045574
4,12/4/2015,1,1,Sand,Ambient,0,6:00,NA,2201.759498,2200.284973,24.87,7.918955567,38.49754213,24.67,7.918408654,38.44184545,0.25,4.13,0.11,0.26,1.58,0.04,2199.984973,2201.759498,14.6937411,1772.718594,171.0095218,1958.421857,2.642331211,3.995272826,527.0005339,525.3159571,14.79272502,1774.872757,169.5503516,1959.215833,2.618859178,3.962326892,527.733927,526.0428934,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Night,-0.373813872,1958.421857,1959.215833,0.708325076,1.301630661,2.009955737
4,12/4/2015,1,1,Sand,Ambient,0,10:00,37,2181.365607,2180.555592,25.04,7.930065868,38.05148915,24.98,7.947823789,38.32814901,NA,NA,NA,0.07,6.2,0.14,2180.345592,2181.365607,14.11983244,1748.474183,172.4832569,1935.077272,2.676866588,4.046418753,507.4020206,505.7834773,13.41583767,1731.660729,178.6111566,1923.687723,2.764954966,4.179644634,482.0723841,480.5335613,2.581339673,36.66666667,211.24069,5.341,170.5459,158.1605745,Day,-0.214872012,1935.077272,1923.687723,-4.583675571,1.301630661,-3.282044909
5,12/3/2015,1,1,Coral,Med,3,10:00,31,2124.133938,2179.256796,25.5,7.985965897,38.26231507,25.07,7.968507919,38.32686858,1.26,3.68,0.91,0.09,2.76,4.65,2174.516796,2124.133938,11.57513147,1646.989566,188.7778544,1847.342552,2.930363857,4.422704637,421.2170406,419.8810343,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Day,8.513333398,1847.342552,1910.529658,12.84047323,17.59140097,30.4318742
5,12/3/2015,1,1,Coral,Med,3,14:00,NA,2090.859574,2174.952069,26.95,8.171669889,38.30160155,26.07,7.967651472,38.30245055,0.8,3.21,0.84,1.12,2.79,5.1,2168.732069,2090.859574,6.330815934,1420.212443,263.4295595,1689.972819,4.114113491,6.180501476,238.7504464,238.0065125,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Day,13.15833477,1689.972819,1898.968239,57.47075465,17.59140097,75.06215562
5,12/3/2015,1,1,Coral,Med,3,18:00,31,2102.044318,2181.669907,26.01,8.02073653,38.35277578,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2102.044318,10.21439207,1590.836719,201.6467137,1802.697825,3.13464617,4.723176481,376.5883366,375.4013063,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Day,12.77190983,1802.697825,1916.446784,25.66905417,17.59140097,43.26045515
5,12/3/2015,1,1,Coral,Med,3,22:00,NA,2119.480553,2184.217429,25.43,7.799617369,38.47090881,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2119.480553,19.24630736,1782.978866,133.3102881,1935.535462,2.065110068,3.117123037,699.9098887,697.6873335,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Night,10.51971966,1935.535462,1933.163322,-11.32137411,17.59140097,6.270026858
5,12/4/2015,1,1,Coral,Med,3,2:00,NA,2143.275284,2172.774736,25.13,7.751377729,38.35104515,24.94,7.921344184,38.28681678,NA,NA,NA,1.82,1.56,5.13,2165.824736,2143.275284,22.31604979,1837.977439,121.3223617,1981.615851,1.878924615,2.83892364,804.9980297,802.4321285,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Night,3.810244405,1981.615851,1931.047287,-20.89966957,17.59140097,-3.308268593
5,12/4/2015,1,1,Coral,Med,3,6:00,NA,2149.287792,2180.083276,24.84,7.745182603,38.52325235,24.62,7.914040231,38.48476852,NA,NA,NA,0.31,1.63,4.99,2174.783276,2149.287792,22.87163279,1848.618403,119.4571247,1990.947161,1.845149979,2.790135885,819.7985471,817.1761953,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Night,4.308043728,1990.947161,1942.876957,-20.55315924,17.59140097,-2.961758265
5,12/4/2015,1,1,Coral,Med,3,10:00,32,2138.117768,2180.536561,25.01,7.81048244,38.37793809,24.96,7.954871686,38.26980604,NA,NA,NA,1.25,2.15,5.53,2173.756561,2138.117768,19.08304989,1796.964158,135.3880211,1951.435229,2.095239535,3.166888416,686.4067998,684.2160077,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.020889337,31.33333333,339.4356516,5.6897,109.53907,117,Day,6.021987214,1951.435229,1920.394389,-16.51210363,17.59140097,1.07929734
6,12/3/2015,1,1,Algae,Med,3,10:00,29,2165.779303,2179.256796,26.03,8.166999157,38.40986787,25.07,7.968507919,38.32686858,NA,NA,NA,0.09,2.76,4.65,2174.516796,2165.779303,6.845854375,1494.249909,265.7625709,1766.858335,4.129700776,6.221894371,252.5940369,251.7981508,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Day,1.101022368,1766.858335,1910.529658,35.10738227,7.150448419,42.25783069
6,12/3/2015,1,1,Algae,Med,3,14:00,NA,2168.852862,2174.952069,27.37,8.376657911,38.24448527,26.07,7.967651472,38.30245055,NA,NA,NA,1.12,2.79,5.1,2168.732069,2168.852862,3.388967248,1227.950704,370.3254022,1601.665073,5.797634676,8.69796385,129.0656648,128.6655855,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Day,-0.015221276,1601.665073,1898.968239,74.94230518,7.150448419,82.0927536
6,12/3/2015,1,1,Algae,Med,3,18:00,29,2170.047278,2181.669907,26.08,8.15108996,38.44169,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2170.047278,7.183347792,1513.253093,260.1108607,1780.547301,4.041665508,6.088184089,265.415817,264.5800253,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Day,0.955496518,1780.547301,1916.446784,33.29422944,7.150448419,40.44467786
6,12/3/2015,1,1,Algae,Med,3,22:00,NA,2180.541889,2184.217429,25.46,7.930847149,38.37075338,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2180.541889,13.87754748,1739.085625,175.721602,1928.684774,2.724750931,4.112636971,504.7838227,503.1818301,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Night,0.150651483,1928.684774,1933.163322,0.978043209,7.150448419,8.128491628
6,12/4/2015,1,1,Algae,Med,3,2:00,NA,2180.764899,2172.774736,25.13,7.839237092,38.27591222,24.94,7.921344184,38.28681678,NA,NA,NA,1.82,1.56,5.13,2165.824736,2180.764899,17.99590884,1813.63994,146.3251423,1977.960992,2.267562926,3.426275854,648.9055608,646.8375684,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Night,-1.882628534,1977.960992,1931.047287,-9.940679957,7.150448419,-2.790231538
6,12/4/2015,1,1,Algae,Med,3,6:00,NA,2183.590736,2180.083276,24.96,7.82131692,38.49600887,24.62,7.914040231,38.48476852,NA,NA,NA,0.31,1.63,4.99,2174.783276,2183.590736,18.94675866,1828.767991,141.3583264,1989.073077,2.185018575,3.302890646,681.0691606,678.8940959,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Night,-1.109838996,1989.073077,1942.876957,-10.53262209,7.150448419,-3.382173672
6,12/4/2015,1,1,Algae,Med,3,10:00,30,2179.424366,2180.536561,25.48,8.009880878,38.16265445,24.96,7.954871686,38.26980604,NA,NA,NA,1.25,2.15,5.53,2173.756561,2179.424366,11.13207524,1671.91849,201.9072116,1884.957777,3.136502228,4.734406797,404.6841744,403.4003195,13.17108118,1726.57924,180.6440678,1920.394389,2.797547132,4.229314609,472.8966431,471.3867588,3.226960409,29.33333333,2734.973555,7.1423,16.6527,157.8825643,Day,-0.714207162,1884.957777,1920.394389,9.645030265,7.150448419,16.79547868
7,12/3/2015,1,1,Rubble,Med,3,10:00,29,2177.347042,2179.256796,25.64,7.972141495,38.2932616,25.07,7.968507919,38.32686858,NA,NA,NA,0.09,2.76,4.65,2174.516796,2177.347042,12.29957818,1700.125575,189.857535,1902.282688,2.948129532,4.447484651,449.2076982,447.7852841,12.62535362,1712.090057,185.8142479,1910.529658,2.877571298,4.348675418,454.6886888,453.2389103,3.156783669,30,1557.385865,13.3202,337.47613,310,Day,-0.195483292,1902.282688,1910.529658,1.33470923,5.143679985,6.478389216
7,12/3/2015,1,1,Rubble,Med,3,14:00,NA,2171.212266,2174.952069,27.08,8.114319668,38.33907704,26.07,7.967651472,38.30245055,NA,NA,NA,1.12,2.79,5.1,2168.732069,2171.212266,7.801181508,1537.650811,251.3143897,1796.766382,3.925978256,5.895241036,295.181623,294.2632342,12.29672892,1696.193717,190.477793,1898.968239,2.963062805,4.463921294,453.9118725,452.4820256,3.156783669,30,1557.385865,13.3202,337.47613,310,Day,-0.17130563,1796.766382,1898.968239,14.28934026,5.143679985,19.43302024
7,12/3/2015,1,1,Rubble,Med,3,18:00,30,2194.041146,2181.669907,26.05,8.021839652,38.54082441,25.82,7.949327563,38.43866297,NA,NA,NA,1.25,1.76,2.79,2177.629907,2194.041146,10.61560255,1660.726105,212.1915338,1883.533242,3.293856771,4.961930925,392.1451371,390.9096473,13.05330631,1719.436444,183.9570337,1916.446784,2.85521527,4.304521487,479.2209092,477.7067144,3.156783669,30,1557.385865,13.3202,337.47613,310,Day,-1.133513846,1883.533242,1916.446784,5.680148756,5.143679985,10.82382874
7,12/3/2015,1,1,Rubble,Med,3,22:00,NA,2191.422594,2184.217429,25.46,7.878527335,38.44544654,25.22,7.930884763,38.49975298,NA,NA,NA,0.94,0.56,1.54,2181.737429,2191.422594,16.0946091,1788.837807,160.48774,1965.420156,2.486967434,3.753582395,585.6543025,583.7954852,13.96901205,1744.02428,175.1700293,1933.163322,2.710500728,4.093907776,505.4221234,503.8134224,3.156783669,30,1557.385865,13.3202,337.47613,310,Night,-0.66894819,1965.420156,1933.163322,-3.786969934,5.143679985,1.356710052
7,12/4/2015,1,1,Rubble,Med,3,2:00,NA,2201.864737,2172.774736,25.18,7.880774236,38.08351584,24.94,7.921344184,38.28681678,NA,NA,NA,1.82,1.56,5.13,2165.824736,2201.864737,16.25584613,1802.241597,159.6379661,1978.135409,2.478327448,3.744603281,586.3080674,584.4408354,14.40428937,1747.460632,169.1823659,1931.047287,2.619457911,3.960285437,516.9603711,515.3093135,3.156783669,30,1557.385865,13.3202,337.47613,310,Night,-2.489259961,1978.135409,1931.047287,-4.015433275,5.143679985,1.128246711
7,12/4/2015,1,1,Rubble,Med,3,6:00,NA,2215.547565,2180.083276,24.89,7.823977938,38.48041785,24.62,7.914040231,38.48476852,NA,NA,NA,0.31,1.63,4.99,2174.783276,2215.547565,19.13374678,1855.464224,143.8855909,2018.483562,2.22373202,3.362162318,686.5281333,684.3337537,14.84100719,1761.593344,166.442606,1942.876957,2.569413027,3.888023897,528.9074767,527.2116483,3.156783669,30,1557.385865,13.3202,337.47613,310,Night,-2.81556353,2018.483562,1942.876957,-7.628636748,5.143679985,-2.484956763
